or_id,status
or_31001414,delivered
or_31001415,returned
or_31001416,delivered
or_31001417,delivered
or_31001418,delivered
or_31001419,delivered
or_31001420,delivered
or_31001421,delivered
or_31001422,delivered
or_31001423,returned
or_31001424,delivered
or_31001425,delivered
or_31001426,delivered
or_31001427,delivered
or_31001428,delivered
or_31001429,returned
or_31001430,delivered
or_31001431,delivered
or_31001432,delivered
or_31001433,delivered
or_31001434,delivered
or_31001435,delivered
or_31001436,returned
or_31001436,returned
or_31001436,returned
or_31001437,delivered
or_31001438,delivered
or_31001439,delivered
or_31001440,delivered
or_31001441,delivered
or_31001442,delivered
or_31001443,delivered
or_31001444,returned
or_31001445,delivered
or_31001446,returned
or_31001447,returned
or_31001448,delivered
or_31001449,delivered
or_31001450,delivered
or_31001451,delivered
or_31001452,returned
or_31001453,delivered
or_31001454,delivered
or_31001455,delivered
or_31001456,returned
or_31001457,delivered
or_31001458,delivered
or_31001459,delivered
or_31001460,delivered
or_31001461,delivered
or_31001462,delivered
or_31001463,delivered
or_31001464,delivered
or_31001465,returned
or_31001466,delivered
or_31001467,returned
or_31001468,returned
or_31001469,delivered
or_31001470,delivered
or_31001471,delivered
or_31001472,delivered
or_31001473,delivered
or_31001474,delivered
or_31001475,delivered
or_31001476,delivered
or_31001477,delivered
or_31001478,delivered
or_31001479,delivered
or_31001480,delivered
or_31001481,delivered
or_31001482,delivered
or_31001483,delivered
or_31001484,delivered
or_31001485,delivered
or_31001486,returned
or_31001487,delivered
or_31001488,delivered
or_31001489,returned
or_31001490,delivered
or_31001491,delivered
or_31001492,delivered
or_31001493,delivered
or_31001494,returned
or_31001494,returned
or_31001495,delivered
or_31001496,delivered
or_31001497,delivered
or_31001498,returned
or_31001499,delivered
or_31001500,delivered
or_31001501,delivered
or_31001502,delivered
or_31001503,delivered
or_31001504,delivered
or_31001505,delivered
or_31001506,delivered
or_31001507,delivered
or_31001508,returned
or_31001509,delivered
or_31001510,delivered
or_31001511,delivered
or_31001512,delivered
or_31001513,delivered
or_31001514,delivered
or_31001515,delivered
or_31001516,delivered
or_31001517,delivered
or_31001518,delivered
or_31001519,delivered
or_31001520,delivered
or_31001521,delivered
or_31001522,delivered
or_31001523,delivered
or_31001524,returned
or_31001525,delivered
or_31001526,delivered
or_31001527,returned
or_31001528,delivered
or_31001529,delivered
or_31001530,delivered
or_31001531,returned
or_31001532,delivered
or_31001533,delivered
or_31001534,delivered
or_31001535,delivered
or_31001536,delivered
or_31001537,returned
or_31001538,delivered
or_31001539,delivered
or_31001540,delivered
or_31001541,returned
or_31001542,delivered
or_31001543,delivered
or_31001544,returned
or_31001545,delivered
or_31001546,returned
or_31001547,delivered
or_31001548,returned
or_31001549,delivered
or_31001550,delivered
or_31001551,delivered
or_31001552,delivered
or_31001553,delivered
or_31001554,delivered
or_31001555,delivered
or_31001556,delivered
or_31001557,delivered
or_31001558,delivered
or_31001559,delivered
or_31001560,delivered
or_31001561,delivered
or_31001562,returned
or_31001563,delivered
or_31001564,delivered
or_31001565,delivered
or_31001566,delivered
or_31001567,delivered
or_31001568,delivered
or_31001569,returned
or_31001570,delivered
or_31001571,returned
or_31001572,delivered
or_31001573,delivered
or_31001574,delivered
or_31001575,delivered
or_31001576,returned
or_31001577,delivered
or_31001578,delivered
or_31001579,returned
or_31001579,returned
or_31001579,returned
or_31001580,delivered
or_31001581,delivered
or_31001582,delivered
or_31001583,returned
or_31001584,delivered
or_31001585,delivered
or_31001586,delivered
or_31001587,delivered
or_31001588,delivered
or_31001589,delivered
or_31001590,delivered
or_31001591,delivered
or_31001592,delivered
or_31001593,returned
or_31001594,returned
or_31001595,returned
or_31001596,delivered
or_31001597,returned
or_31001597,returned
or_31001598,returned
or_31001599,delivered
or_31001600,delivered
or_31001601,delivered
or_31001602,delivered
or_31001603,delivered
or_31001604,delivered
or_31001605,returned
or_31001605,returned
or_31001606,delivered
or_31001607,delivered
or_31001608,delivered
or_31001609,delivered
or_31001610,returned
or_31001611,returned
or_31001612,delivered
or_31001613,delivered
or_31001614,delivered
or_31001615,delivered
or_31001616,delivered
or_31001617,delivered
or_31001618,delivered
or_31001619,returned
or_31001620,delivered
or_31001621,delivered
or_31001622,delivered
or_31001623,returned
or_31001624,delivered
or_31001625,delivered
or_31001626,delivered
or_31001627,delivered
or_31001628,returned
or_31001629,delivered
or_31001630,delivered
or_31001631,delivered
or_31001632,delivered
or_31001633,delivered
or_31001634,delivered
or_31001635,returned
or_31001636,delivered
or_31001637,returned
or_31001638,delivered
or_31001639,delivered
or_31001640,delivered
or_31001641,returned
or_31001642,delivered
or_31001643,returned
or_31001643,returned
or_31001644,delivered
or_31001645,delivered
or_31001646,delivered
or_31001647,delivered
or_31001648,delivered
or_31001649,delivered
or_31001650,delivered
or_31001651,delivered
or_31001652,delivered
or_31001653,delivered
or_31001654,returned
or_31001655,delivered
or_31001656,delivered
or_31001657,returned
or_31001658,delivered
or_31001659,delivered
or_31001660,delivered
or_31001661,delivered
or_31001662,delivered
or_31001663,delivered
or_31001664,delivered
or_31001665,returned
or_31001666,delivered
or_31001667,delivered
or_31001668,returned
or_31001669,delivered
or_31001670,delivered
or_31001671,delivered
or_31001672,delivered
or_31001673,returned
or_31001674,delivered
or_31001675,delivered
or_31001676,returned
or_31001677,delivered
or_31001678,delivered
or_31001679,delivered
or_31001680,delivered
or_31001681,delivered
or_31001682,delivered
or_31001683,delivered
or_31001684,delivered
or_31001685,delivered
or_31001686,delivered
or_31001687,delivered
or_31001688,delivered
or_31001689,delivered
or_31001690,returned
or_31001691,delivered
or_31001692,returned
or_31001693,delivered
or_31001694,delivered
or_31001695,delivered
or_31001696,delivered
or_31001697,delivered
or_31001698,delivered
or_31001699,delivered
or_31001700,delivered
or_31001701,delivered
or_31001702,delivered
or_31001703,returned
or_31001704,delivered
or_31001705,delivered
or_31001706,delivered
or_31001707,delivered
or_31001708,delivered
or_31001709,delivered
or_31001710,delivered
or_31001711,delivered
or_31001712,delivered
or_31001713,delivered
or_31001714,delivered
or_31001715,delivered
or_31001716,delivered
or_31001717,delivered
or_31001718,delivered
or_31001719,returned
or_31001720,returned
or_31001721,delivered
or_31001722,delivered
or_31001723,delivered
or_31001724,delivered
or_31001725,delivered
or_31001726,delivered
or_31001727,delivered
or_31001728,delivered
or_31001729,delivered
or_31001730,returned
or_31001731,delivered
or_31001732,returned
or_31001732,returned
or_31001733,delivered
or_31001734,delivered
or_31001735,delivered
or_31001736,delivered
or_31001737,delivered
or_31001738,delivered
or_31001739,delivered
or_31001740,delivered
or_31001741,returned
or_31001742,delivered
or_31001743,delivered
or_31001744,returned
or_31001745,delivered
or_31001746,returned
or_31001747,delivered
or_31001748,delivered
or_31001749,delivered
or_31001750,returned
or_31001751,returned
or_31001752,delivered
or_31001753,delivered
or_31001754,delivered
or_31001755,delivered
or_31001756,delivered
or_31001757,delivered
or_31001758,delivered
or_31001759,delivered
or_31001760,delivered
or_31001761,delivered
or_31001762,returned
or_31001763,delivered
or_31001764,returned
or_31001765,delivered
or_31001766,returned
or_31001767,delivered
or_31001768,delivered
or_31001769,delivered
or_31001770,delivered
or_31001771,delivered
or_31001772,delivered
or_31001773,delivered
or_31001774,delivered
or_31001775,delivered
or_31001776,delivered
or_31001777,returned
or_31001778,delivered
or_31001779,delivered
or_31001780,returned
or_31001781,delivered
or_31001782,delivered
or_31001783,delivered
or_31001784,returned
or_31001785,returned
or_31001786,delivered
or_31001787,returned
or_31001788,delivered
or_31001789,delivered
or_31001790,delivered
or_31001791,delivered
or_31001792,delivered
or_31001793,returned
or_31001794,returned
or_31001795,delivered
or_31001796,delivered
or_31001797,returned
or_31001797,returned
or_31001798,delivered
or_31001799,delivered
or_31001800,delivered
or_31001801,delivered
or_31001802,delivered
or_31001803,delivered
or_31001804,delivered
or_31001805,returned
or_31001806,delivered
or_31001807,delivered
or_31001808,delivered
or_31001809,delivered
or_31001810,delivered
or_31001811,delivered
or_31001812,delivered
or_31001813,delivered
or_31001814,delivered
or_31001815,delivered
or_31001816,delivered
or_31001817,delivered
or_31001818,returned
or_31001819,delivered
or_31001820,delivered
or_31001821,delivered
or_31001822,delivered
or_31001823,returned
or_31001824,returned
or_31001824,returned
or_31001825,returned
or_31001826,delivered
or_31001827,returned
or_31001828,delivered
or_31001829,delivered
or_31001830,delivered
or_31001831,delivered
or_31001832,delivered
or_31001833,delivered
or_31001834,delivered
or_31001835,delivered
or_31001836,delivered
or_31001837,delivered
or_31001838,delivered
or_31001839,delivered
or_31001840,delivered
or_31001841,delivered
or_31001842,delivered
or_31001843,delivered
or_31001844,returned
or_31001845,returned
or_31001846,delivered
or_31001847,delivered
or_31001848,delivered
or_31001849,delivered
or_31001850,delivered
or_31001851,delivered
or_31001852,delivered
or_31001853,delivered
or_31001854,delivered
or_31001855,returned
or_31001855,returned
or_31001856,returned
or_31001857,delivered
or_31001858,delivered
or_31001859,delivered
or_31001860,returned
or_31001861,delivered
or_31001862,delivered
or_31001863,delivered
or_31001864,delivered
or_31001865,delivered
or_31001866,delivered
or_31001867,returned
or_31001868,returned
or_31001869,delivered
or_31001870,delivered
or_31001871,delivered
or_31001872,delivered
or_31001873,delivered
or_31001874,delivered
or_31001875,returned
or_31001875,returned
or_31001876,delivered
or_31001877,returned
or_31001878,delivered
or_31001879,returned
or_31001880,delivered
or_31001881,delivered
or_31001882,delivered
or_31001883,delivered
or_31001884,delivered
or_31001885,delivered
or_31001886,delivered
or_31001887,delivered
or_31001888,delivered
or_31001889,delivered
or_31001890,delivered
or_31001891,returned
or_31001892,returned
or_31001893,delivered
or_31001894,delivered
or_31001895,delivered
or_31001896,delivered
or_31001897,delivered
or_31001898,delivered
or_31001899,delivered
or_31001900,delivered
or_31001901,delivered
or_31001902,delivered
or_31001903,delivered
or_31001904,delivered
or_31001905,delivered
or_31001906,delivered
or_31001907,delivered
or_31001908,delivered
or_31001909,delivered
or_31001910,delivered
or_31001911,returned
or_31001912,delivered
or_31001913,returned
or_31001914,returned
or_31001915,delivered
or_31001916,returned
or_31001917,delivered
or_31001918,returned
or_31001919,delivered
or_31001920,returned
or_31001920,returned
or_31001921,delivered
or_31001922,returned
or_31001923,delivered
or_31001924,returned
or_31001925,delivered
or_31001926,delivered
or_31001927,delivered
or_31001928,delivered
or_31001929,delivered
or_31001930,delivered
or_31001931,delivered
or_31001932,delivered
or_31001933,returned
or_31001934,delivered
or_31001935,delivered
or_31001936,delivered
or_31001937,delivered
or_31001938,delivered
or_31001939,returned
or_31001940,returned
or_31001941,delivered
or_31001942,delivered
or_31001943,delivered
or_31001944,delivered
or_31001945,delivered
or_31001946,delivered
